,Thrombin,Diameter,Length,Branch,Arch,Rigid,Entry,Flowrate
0,0nihu,3.74,8.47,lcca,model1,1,right,steady
1,0nihu,4.71,6.22,lsub,model1,1,right,steady
2,0nihu,3.42,5.57,rcca,model1,1,right,steady
3,0nihu,3.36,5.12,descending,model1,1,right,steady
4,0nihu,4.29,3.61,descending,model1,1,right,steady
5,0nihu,3.54,7.28,descending,model1,1,right,steady
6,0nihu,3.21,8.02,descending,model1,1,right,steady
7,0nihu,4.31,7.9,descending,model1,1,right,steady
8,0nihu,4.65,7.35,descending,model1,1,right,steady
9,0nihu,3.47,5.23,descending,model1,1,right,steady
10,0nihu,4.89,9.54,descending,model1,1,right,steady
11,0nihu,4.13,4.96,descending,model1,1,right,steady
12,0nihu,3.3,9.88,descending,model1,1,right,steady
13,0nihu,3.62,4.93,descending,model1,1,right,steady
14,0nihu,2.97,7.09,descending,model1,1,right,steady
15,0nihu,3.24,5.6,lcca,model1,1,right,steady
16,0nihu,3.65,4.65,descending,model1,1,right,steady
17,0nihu,3.21,8.8,descending,model1,1,right,steady
18,0nihu,5.05,5.75,descending,model1,1,right,steady
19,0nihu,3.87,3.81,descending,model1,1,right,steady
20,0nihu,5.42,5.43,descending,model1,1,centre,steady
21,0nihu,3.34,5.75,descending,model1,1,centre,steady
22,0nihu,3.06,8.85,descending,model1,1,centre,steady
23,0nihu,4.48,5.45,descending,model1,1,centre,steady
24,0nihu,3.73,6.03,descending,model1,1,centre,steady
25,0nihu,3.8,4.6,descending,model1,1,centre,steady
26,0nihu,3.55,6.85,lcca,model1,1,centre,steady
27,0nihu,6.24,5.3,descending,model1,1,centre,steady
28,0nihu,3.44,4.65,descending,model1,1,centre,steady
29,0nihu,4.26,8.7,descending,model1,1,centre,steady
30,0nihu,3.65,4.27,descending,model1,1,centre,steady
31,0nihu,2.96,5.12,descending,model1,1,centre,steady
32,0nihu,2.95,6.85,descending,model1,1,centre,steady
33,0nihu,2.15,8.57,descending,model1,1,centre,steady
34,0nihu,3.08,6.93,descending,model1,1,centre,steady
35,0nihu,3.01,6.72,descending,model1,1,centre,steady
36,0nihu,2.26,4.43,descending,model1,1,centre,steady
37,0nihu,3.94,3.69,descending,model1,1,centre,steady
38,0nihu,3.21,6.74,descending,model1,1,centre,steady
39,0nihu,2.84,4.07,rcca,model1,1,centre,steady
40,0nihu,3.89,5.05,descending,model1,1,left,steady
41,0nihu,2.5,8.76,descending,model1,1,left,steady
42,0nihu,3.6,7.41,descending,model1,1,left,steady
43,0nihu,3.14,3.51,lcca,model1,1,left,steady
44,0nihu,3.84,7.31,lcca,model1,1,left,steady
45,0nihu,3.61,6.52,rcca,model1,1,left,steady
46,0nihu,2.8,5.4,descending,model1,1,left,steady
47,0nihu,3.4,4.79,descending,model1,1,left,steady
48,0nihu,2.67,3.37,descending,model1,1,left,steady
49,0nihu,3.41,6.53,lcca,model1,1,left,steady
50,0nihu,2.77,9.57,descending,model1,1,left,steady
51,0nihu,2.6,4.83,descending,model1,1,left,steady
52,0nihu,3.57,7.14,rsub,model1,1,left,steady
53,0nihu,4.05,9.7,descending,model1,1,left,steady
54,0nihu,5.97,7.48,descending,model1,1,left,steady
55,0nihu,4.62,4.189,descending,model1,1,left,steady
56,0nihu,6.13,5.84,descending,model1,1,left,steady
57,0nihu,4.22,10.17,descending,model1,1,left,steady
58,0nihu,5.97,6.12,rcca,model1,1,left,steady
59,0nihu,5.97,6.12,descending,model1,1,left,steady
60,0nihu,3.86,4.6,descending,model2,1,right,steady
61,0nihu,3.3,4.3,descending,model2,1,right,steady
62,0nihu,4.19,5.11,rsub,model2,1,right,steady
63,0nihu,3.13,4.59,descending,model2,1,right,steady
64,0nihu,3.29,4.97,descending,model2,1,right,steady
65,0nihu,3.22,11.21,descending,model2,1,right,steady
66,0nihu,3.23,6.85,descending,model2,1,right,steady
67,0nihu,3.06,5.83,descending,model2,1,right,steady
68,0nihu,4.57,5.29,descending,model2,1,right,steady
69,0nihu,4.12,4.66,descending,model2,1,right,steady
70,0nihu,3.57,3.58,descending,model2,1,right,steady
71,0nihu,2.9,3.07,descending,model2,1,right,steady
72,0nihu,3.88,7.54,rsub,model2,1,right,steady
73,0nihu,4.96,6.95,descending,model2,1,right,steady
74,0nihu,4.23,5.09,descending,model2,1,right,steady
75,0nihu,3.21,3.91,descending,model2,1,right,steady
76,0nihu,3.51,6.01,descending,model2,1,right,steady
77,0nihu,4.49,6.38,lsub,model2,1,right,steady
78,0nihu,4.49,6.38,descending,model2,1,right,steady
79,0nihu,3.47,5.76,rsub,model2,1,right,steady
80,0nihu,3.48,6.21,rcca,model2,1,centre,steady
81,0nihu,3.9,6.75,descending,model2,1,centre,steady
82,0nihu,4.4,4.7,descending,model2,1,centre,steady
83,0nihu,3.55,5.03,descending,model2,1,centre,steady
84,0nihu,3.75,4.74,descending,model2,1,centre,steady
85,0nihu,3.57,4.39,lsub,model2,1,centre,steady
86,0nihu,3.48,3.84,descending,model2,1,centre,steady
87,0nihu,3.87,6.25,descending,model2,1,centre,steady
88,0nihu,3.91,6.24,descending,model2,1,centre,steady
89,0nihu,2.72,5.5,lcca,model2,1,centre,steady
90,0nihu,2.07,4.54,descending,model2,1,centre,steady
91,0nihu,3.94,7.69,descending,model2,1,centre,steady
92,0nihu,2.97,4.73,descending,model2,1,centre,steady
93,0nihu,4.1,5.4,descending,model2,1,centre,steady
94,0nihu,3.72,4.02,descending,model2,1,centre,steady
95,0nihu,3.32,8.38,lcca,model2,1,centre,steady
96,0nihu,4.02,6.71,descending,model2,1,centre,steady
97,0nihu,4.02,6.71,descending,model2,1,centre,steady
98,0nihu,3.74,5.81,descending,model2,1,centre,steady
99,0nihu,2.86,5.57,lcca,model2,1,centre,steady
100,0nihu,2.01,4.83,descending,model2,1,left,steady
101,0nihu,2.44,2.52,descending,model2,1,left,steady
102,0nihu,3.72,4.94,descending,model2,1,left,steady
103,0nihu,4.29,7.87,descending,model2,1,left,steady
104,0nihu,4.19,5.54,rcca,model2,1,left,steady
105,0nihu,4.31,6.45,descending,model2,1,left,steady
106,0nihu,3.57,5.1,descending,model2,1,left,steady
107,0nihu,3.77,5.97,descending,model2,1,left,steady
108,0nihu,3.99,4.13,descending,model2,1,left,steady
109,0nihu,2.86,9.75,descending,model2,1,left,steady
110,0nihu,4.17,10.79,descending,model2,1,left,steady
111,0nihu,3.21,6.99,descending,model2,1,left,steady
112,0nihu,4.45,7.53,lsub,model2,1,left,steady
113,0nihu,2.63,7.73,lcca,model2,1,left,steady
114,0nihu,3.91,7.69,descending,model2,1,left,steady
115,0nihu,5.18,5.69,descending,model2,1,left,steady
116,0nihu,5.38,6.69,descending,model2,1,left,steady
117,0nihu,4.13,8.55,descending,model2,1,left,steady
118,0nihu,3.55,6.98,descending,model2,1,left,steady
119,0nihu,3.46,4.24,descending,model2,1,left,steady
120,0nihu,3.32,3.44,descending,model3,1,right,steady
121,0nihu,2.86,4.89,descending,model3,1,right,steady
122,0nihu,3.64,3.97,descending,model3,1,right,steady
123,0nihu,4.0,4.73,descending,model3,1,right,steady
124,0nihu,4.28,6.1,descending,model3,1,right,steady
125,0nihu,3.38,3.41,descending,model3,1,right,steady
126,0nihu,3.68,7.15,descending,model3,1,right,steady
127,0nihu,2.55,6.28,lsub,model3,1,right,steady
128,0nihu,3.38,5.24,descending,model3,1,right,steady
129,0nihu,3.41,3.94,descending,model3,1,right,steady
130,0nihu,3.51,7.89,descending,model3,1,right,steady
131,0nihu,3.09,4.89,descending,model3,1,right,steady
132,0nihu,2.78,4.77,lsub,model3,1,right,steady
133,0nihu,3.58,4.18,descending,model3,1,right,steady
134,0nihu,4.14,4.25,descending,model3,1,right,steady
135,0nihu,2.67,6.18,descending,model3,1,right,steady
136,0nihu,4.0,4.28,lcca,model3,1,right,steady
137,0nihu,3.2,3.79,descending,model3,1,right,steady
138,0nihu,2.5,3.59,lsub,model3,1,right,steady
139,0nihu,3.5,3.52,descending,model3,1,right,steady
140,0nihu,2.77,7.76,lsub,model3,1,centre,steady
141,0nihu,3.2,3.9,descending,model3,1,centre,steady
142,0nihu,3.58,5.79,lcca,model3,1,centre,steady
143,0nihu,3.51,4.78,descending,model3,1,centre,steady
144,0nihu,4.21,7.31,descending,model3,1,centre,steady
145,0nihu,2.51,5.65,descending,model3,1,centre,steady
146,0nihu,3.02,6.17,descending,model3,1,centre,steady
147,0nihu,3.39,5.5,descending,model3,1,centre,steady
148,0nihu,3.18,3.99,lcca,model3,1,centre,steady
149,0nihu,2.78,5.72,descending,model3,1,centre,steady
150,0nihu,4.48,6.33,descending,model3,1,centre,steady
151,0nihu,4.28,5.24,rcca,model3,1,centre,steady
152,0nihu,4.29,3.46,descending,model3,1,centre,steady
153,0nihu,3.49,5.16,descending,model3,1,centre,steady
154,0nihu,3.47,4.12,descending,model3,1,centre,steady
155,0nihu,2.77,5.86,lsub,model3,1,centre,steady
156,0nihu,3.6,4.03,lcca,model3,1,centre,steady
157,0nihu,4.04,4.16,lcca,model3,1,centre,steady
158,0nihu,3.39,7.29,rsub,model3,1,centre,steady
159,0nihu,2.92,5.12,descending,model3,1,centre,steady
160,0nihu,4.18,7.42,descending,model3,1,left,steady
161,0nihu,2.89,4.83,rcca,model3,1,left,steady
162,0nihu,3.73,4.8,lcca,model3,1,left,steady
163,0nihu,3.45,4.65,descending,model3,1,left,steady
164,0nihu,3.77,6.38,descending,model3,1,left,steady
165,0nihu,3.77,5.54,rcca,model3,1,left,steady
166,0nihu,4.32,4.98,descending,model3,1,left,steady
167,0nihu,3.5,5.71,descending,model3,1,left,steady
168,0nihu,3.41,3.61,descending,model3,1,left,steady
169,0nihu,3.06,8.05,lsub,model3,1,left,steady
170,0nihu,3.96,4.56,descending,model3,1,left,steady
171,0nihu,2.62,3.63,descending,model3,1,left,steady
172,0nihu,2.96,5.0,descending,model3,1,left,steady
173,0nihu,3.79,4.59,descending,model3,1,left,steady
174,0nihu,3.13,4.02,descending,model3,1,left,steady
175,0nihu,3.91,4.93,rsub,model3,1,left,steady
176,0nihu,4.0,5.59,descending,model3,1,left,steady
177,0nihu,3.07,6.91,descending,model3,1,left,steady
178,0nihu,4.07,5.81,descending,model3,1,left,steady
179,0nihu,5.12,6.71,descending,model3,1,left,steady
180,0nihu,5.16,7.81,descending,model4,1,right,steady
181,0nihu,3.66,5.54,descending,model4,1,right,steady
182,0nihu,3.88,8.79,rsub,model4,1,right,steady
183,0nihu,4.5,5.72,rsub,model4,1,right,steady
184,0nihu,3.65,7.69,descending,model4,1,right,steady
185,0nihu,3.83,4.15,lcca,model4,1,right,steady
186,0nihu,3.56,6.48,descending,model4,1,right,steady
187,0nihu,4.1,6.65,descending,model4,1,right,steady
188,0nihu,4.58,8.86,descending,model4,1,right,steady
189,0nihu,4.68,5.56,descending,model4,1,right,steady
190,0nihu,3.59,3.93,descending,model4,1,right,steady
191,0nihu,3.41,12.11,descending,model4,1,right,steady
192,0nihu,3.93,4.61,descending,model4,1,right,steady
193,0nihu,4.48,6.56,lcca,model4,1,right,steady
194,0nihu,3.03,3.9,lcca,model4,1,right,steady
195,0nihu,5.45,5.71,descending,model4,1,right,steady
196,0nihu,2.78,5.49,rsub,model4,1,right,steady
197,0nihu,3.63,12.07,descending,model4,1,right,steady
198,0nihu,3.86,4.51,descending,model4,1,right,steady
199,0nihu,5.13,7.15,lcca,model4,1,right,steady
200,0nihu,5.13,7.15,descending,model4,1,centre,steady
201,0nihu,5.31,12.42,descending,model4,1,centre,steady
202,0nihu,3.24,11.19,descending,model4,1,centre,steady
203,0nihu,2.51,7.9,descending,model4,1,centre,steady
204,0nihu,2.51,8.0,descending,model4,1,centre,steady
205,0nihu,3.28,5.78,descending,model4,1,centre,steady
206,0nihu,3.99,8.19,descending,model4,1,centre,steady
207,0nihu,4.3,10.44,descending,model4,1,centre,steady
208,0nihu,3.52,9.08,descending,model4,1,centre,steady
209,0nihu,3.6,5.48,descending,model4,1,centre,steady
210,0nihu,6.75,7.29,descending,model4,1,centre,steady
211,0nihu,3.02,3.72,descending,model4,1,centre,steady
212,0nihu,4.37,8.02,descending,model4,1,centre,steady
213,0nihu,3.77,8.55,descending,model4,1,centre,steady
214,0nihu,3.03,5.23,lcca,model4,1,centre,steady
215,0nihu,3.43,5.1,rsub,model4,1,centre,steady
216,0nihu,3.85,8.71,descending,model4,1,centre,steady
217,0nihu,2.88,4.93,descending,model4,1,centre,steady
218,0nihu,3.2,5.61,descending,model4,1,centre,steady
219,0nihu,3.55,4.32,descending,model4,1,centre,steady
220,0nihu,4.25,5.02,descending,model4,1,left,steady
221,0nihu,3.33,7.12,descending,model4,1,left,steady
222,0nihu,4.28,5.9,descending,model4,1,left,steady
223,0nihu,3.88,5.97,descending,model4,1,left,steady
224,0nihu,3.84,6.21,descending,model4,1,left,steady
225,0nihu,3.08,3.29,descending,model4,1,left,steady
226,0nihu,3.19,6.95,descending,model4,1,left,steady
227,0nihu,3.15,7.59,descending,model4,1,left,steady
228,0nihu,3.78,9.05,descending,model4,1,left,steady
229,0nihu,4.19,3.62,lsub,model4,1,left,steady
230,0nihu,4.54,6.48,descending,model4,1,left,steady
231,0nihu,4.77,4.97,descending,model4,1,left,steady
232,0nihu,3.4,6.22,descending,model4,1,left,steady
233,0nihu,3.08,6.78,descending,model4,1,left,steady
234,0nihu,3.61,5.31,descending,model4,1,left,steady
235,0nihu,3.31,6.74,lcca,model4,1,left,steady
236,0nihu,3.79,5.54,lsub,model4,1,left,steady
237,0nihu,3.11,7.01,descending,model4,1,left,steady
238,0nihu,3.86,7.74,lsub,model4,1,left,steady
239,0nihu,4.33,6.78,descending,model4,1,left,steady
240,0nihu,4.1,5.61,descending,model4,1,right,normal
241,0nihu,3.66,4.66,lcca,model4,1,right,normal
242,0nihu,4.0,5.56,descending,model4,1,right,normal
243,0nihu,3.96,6.21,descending,model4,1,right,normal
244,0nihu,2.84,5.67,lcca,model4,1,right,normal
245,0nihu,3.89,5.03,descending,model4,1,right,normal
246,0nihu,3.76,4.52,descending,model4,1,right,normal
247,0nihu,3.6,7.17,descending,model4,1,right,normal
248,0nihu,5.02,5.02,lsub,model4,1,right,normal
249,0nihu,3.19,6.62,descending,model4,1,right,normal
250,0nihu,4.06,5.41,descending,model4,1,right,normal
251,0nihu,2.71,4.65,descending,model4,1,right,normal
252,0nihu,3.53,4.41,descending,model4,1,right,normal
253,0nihu,4.04,4.12,descending,model4,1,right,normal
254,0nihu,3.5,7.09,descending,model4,1,right,normal
255,0nihu,2.87,6.7,rsub,model4,1,right,normal
256,0nihu,3.89,6.71,rsub,model4,1,right,normal
257,0nihu,3.01,5.88,lsub,model4,1,right,normal
258,0nihu,3.0,5.5,descending,model4,1,right,normal
259,0nihu,3.82,5.08,lcca,model4,1,right,normal
260,0nihu,3.58,8.71,descending,model4,1,centre,normal
261,0nihu,3.35,6.8,rsub,model4,1,centre,normal
262,0nihu,4.17,7.36,descending,model4,1,centre,normal
263,0nihu,2.86,4.85,lsub,model4,1,centre,normal
264,0nihu,4.28,6.76,descending,model4,1,centre,normal
265,0nihu,4.18,5.2,lcca,model4,1,centre,normal
266,0nihu,3.1,7.0,descending,model4,1,centre,normal
267,0nihu,2.94,5.78,descending,model4,1,centre,normal
268,0nihu,3.31,7.15,descending,model4,1,centre,normal
269,0nihu,2.5,9.07,descending,model4,1,centre,normal
270,0nihu,2.73,8.13,rsub,model4,1,centre,normal
271,0nihu,3.71,5.05,rcca,model4,1,centre,normal
272,0nihu,3.25,5.95,lcca,model4,1,centre,normal
273,0nihu,3.36,4.64,descending,model4,1,centre,normal
274,0nihu,4.44,4.45,descending,model4,1,centre,normal
275,0nihu,3.39,3.42,rcca,model4,1,centre,normal
276,0nihu,4.37,5.0,descending,model4,1,centre,normal
277,0nihu,4.52,5.3,descending,model4,1,centre,normal
278,0nihu,3.88,9.46,descending,model4,1,centre,normal
279,0nihu,3.82,5.8,lsub,model4,1,centre,normal
280,0nihu,3.59,6.76,descending,model4,1,left,normal
281,0nihu,4.28,8.99,descending,model4,1,left,normal
282,0nihu,5.05,5.32,descending,model4,1,left,normal
283,0nihu,3.61,4.49,rsub,model4,1,left,normal
284,0nihu,3.69,8.37,descending,model4,1,left,normal
285,0nihu,4.53,7.55,descending,model4,1,left,normal
286,0nihu,3.82,4.7,rsub,model4,1,left,normal
287,0nihu,3.61,7.58,descending,model4,1,left,normal
288,0nihu,3.49,4.19,descending,model4,1,left,normal
289,0nihu,4.03,4.29,lcca,model4,1,left,normal
290,0nihu,3.26,6.04,descending,model4,1,left,normal
291,0nihu,3.73,5.67,descending,model4,1,left,normal
292,0nihu,3.8,7.14,lcca,model4,1,left,normal
293,0nihu,3.26,5.98,descending,model4,1,left,normal
294,0nihu,4.6,6.13,descending,model4,1,left,normal
295,0nihu,3.4,6.05,lcca,model4,1,left,normal
296,0nihu,3.64,4.78,rsub,model4,1,left,normal
297,0nihu,3.3,3.46,descending,model4,1,left,normal
298,0nihu,3.21,5.62,rcca,model4,1,left,normal
299,0nihu,3.08,6.92,rsub,model4,1,left,normal
300,0nihu,3.22,5.92,rsub,model3,1,right,normal
301,0nihu,2.88,4.8,descending,model3,1,right,normal
302,0nihu,4.65,3.89,descending,model3,1,right,normal
303,0nihu,3.48,6.51,descending,model3,1,right,normal
304,0nihu,2.89,5.57,descending,model3,1,right,normal
305,0nihu,3.74,4.76,descending,model3,1,right,normal
306,0nihu,3.71,4.46,descending,model3,1,right,normal
307,0nihu,3.51,6.26,descending,model3,1,right,normal
308,0nihu,5.55,5.58,descending,model3,1,right,normal
309,0nihu,4.02,4.68,descending,model3,1,right,normal
310,0nihu,4.46,5.8,rsub,model3,1,right,normal
311,0nihu,5.25,5.25,descending,model3,1,right,normal
312,0nihu,3.14,11.88,descending,model3,1,right,normal
313,0nihu,4.21,8.31,descending,model3,1,right,normal
314,0nihu,3.91,3.91,descending,model3,1,right,normal
315,0nihu,3.96,5.16,descending,model3,1,right,normal
316,0nihu,2.68,5.61,lcca,model3,1,right,normal
317,0nihu,4.38,7.22,descending,model3,1,right,normal
318,0nihu,4.43,10.82,descending,model3,1,right,normal
319,0nihu,4.08,9.42,descending,model3,1,right,normal
320,0nihu,2.9,5.39,descending,model3,1,centre,normal
321,0nihu,2.06,4.96,rsub,model3,1,centre,normal
322,0nihu,3.5,6.16,lsub,model3,1,centre,normal
323,0nihu,3.13,8.24,lsub,model3,1,centre,normal
324,0nihu,4.35,6.73,lsub,model3,1,centre,normal
325,0nihu,3.42,5.46,descending,model3,1,centre,normal
326,0nihu,3.58,6.05,descending,model3,1,centre,normal
327,0nihu,3.47,3.5,descending,model3,1,centre,normal
328,0nihu,3.67,4.31,descending,model3,1,centre,normal
329,0nihu,2.49,11.63,descending,model3,1,centre,normal
330,0nihu,2.9,6.95,descending,model3,1,centre,normal
331,0nihu,4.22,5.99,rcca,model3,1,centre,normal
332,0nihu,2.99,6.14,descending,model3,1,centre,normal
333,0nihu,4.15,5.0,descending,model3,1,centre,normal
334,0nihu,4.33,6.77,descending,model3,1,centre,normal
335,0nihu,3.53,6.04,descending,model3,1,centre,normal
336,0nihu,3.91,6.64,rcca,model3,1,centre,normal
337,0nihu,5.52,5.86,descending,model3,1,centre,normal
338,0nihu,3.64,6.01,lcca,model3,1,centre,normal
339,0nihu,3.94,6.15,lsub,model3,1,centre,normal
340,0nihu,3.4,5.16,descending,model3,1,left,normal
341,0nihu,4.41,4.98,descending,model3,1,left,normal
342,0nihu,3.12,5.18,rsub,model3,1,left,normal
343,0nihu,3.4,5.38,descending,model3,1,left,normal
344,0nihu,2.48,5.41,descending,model3,1,left,normal
345,0nihu,3.25,6.25,descending,model3,1,left,normal
346,0nihu,3.85,7.36,descending,model3,1,left,normal
347,0nihu,3.71,6.52,descending,model3,1,left,normal
348,0nihu,3.06,6.28,descending,model3,1,left,normal
349,0nihu,3.35,7.02,descending,model3,1,left,normal
350,0nihu,3.66,9.09,descending,model3,1,left,normal
351,0nihu,3.21,6.8,descending,model3,1,left,normal
352,0nihu,3.87,5.53,descending,model3,1,left,normal
353,0nihu,2.34,4.51,descending,model3,1,left,normal
354,0nihu,2.34,4.57,rsub,model3,1,left,normal
355,0nihu,3.05,4.04,descending,model3,1,left,normal
356,0nihu,3.44,7.25,descending,model3,1,left,normal
357,0nihu,2.24,10.48,descending,model3,1,left,normal
358,0nihu,4.23,9.09,rcca,model3,1,left,normal
359,0nihu,3.39,9.71,descending,model3,1,left,normal
360,0nihu,3.05,6.66,lcca,model2,1,right,normal
361,0nihu,2.66,5.19,descending,model2,1,right,normal
362,0nihu,4.39,4.68,descending,model2,1,right,normal
363,0nihu,4.37,4.89,descending,model2,1,right,normal
364,0nihu,4.16,6.59,descending,model2,1,right,normal
365,0nihu,3.26,5.2,descending,model2,1,right,normal
366,0nihu,3.26,5.59,rsub,model2,1,right,normal
367,0nihu,2.61,5.06,descending,model2,1,right,normal
368,0nihu,3.38,6.03,descending,model2,1,right,normal
369,0nihu,3.57,7.65,lsub,model2,1,right,normal
370,0nihu,3.76,10.07,descending,model2,1,right,normal
371,0nihu,4.56,4.79,lsub,model2,1,right,normal
372,0nihu,2.79,5.13,rsub,model2,1,right,normal
373,0nihu,3.49,6.21,descending,model2,1,right,normal
374,0nihu,4.45,9.17,descending,model2,1,right,normal
375,0nihu,3.31,4.52,lsub,model2,1,right,normal
376,0nihu,4.26,6.44,descending,model2,1,right,normal
377,0nihu,2.07,7.32,descending,model2,1,right,normal
378,0nihu,2.91,2.87,descending,model2,1,right,normal
379,0nihu,2.93,5.5,lsub,model2,1,right,normal
380,0nihu,3.93,7.22,rsub,model2,1,centre,normal
381,0nihu,3.43,9.48,descending,model2,1,centre,normal
382,0nihu,3.13,6.59,descending,model2,1,centre,normal
383,0nihu,3.27,10.46,lsub,model2,1,centre,normal
384,0nihu,3.71,9.72,descending,model2,1,centre,normal
385,0nihu,3.26,3.84,descending,model2,1,centre,normal
386,0nihu,3.75,6.2,descending,model2,1,centre,normal
387,0nihu,2.59,7.02,descending,model2,1,centre,normal
388,0nihu,4.86,5.12,descending,model2,1,centre,normal
389,0nihu,3.16,3.84,descending,model2,1,centre,normal
390,0nihu,3.68,3.17,descending,model2,1,centre,normal
391,0nihu,3.65,4.66,descending,model2,1,centre,normal
392,0nihu,4.01,7.32,lsub,model2,1,centre,normal
393,0nihu,2.72,5.64,descending,model2,1,centre,normal
394,0nihu,3.58,5.66,descending,model2,1,centre,normal
395,0nihu,1.74,8.36,lcca,model2,1,centre,normal
396,0nihu,2.8,5.86,rcca,model2,1,centre,normal
397,0nihu,3.08,8.18,descending,model2,1,centre,normal
398,0nihu,3.12,7.89,descending,model2,1,centre,normal
399,0nihu,2.94,7.18,lcca,model2,1,centre,normal
400,0nihu,2.98,4.64,descending,model2,1,left,normal
401,0nihu,2.09,11.52,rsub,model2,1,left,normal
402,0nihu,2.08,8.53,descending,model2,1,left,normal
403,0nihu,3.2,4.88,descending,model2,1,left,normal
404,0nihu,3.58,6.94,descending,model2,1,left,normal
405,0nihu,3.19,7.9,descending,model2,1,left,normal
406,0nihu,4.26,7.96,descending,model2,1,left,normal
407,0nihu,3.63,6.19,descending,model2,1,left,normal
408,0nihu,2.88,7.59,descending,model2,1,left,normal
409,0nihu,4.08,6.24,descending,model2,1,left,normal
410,0nihu,2.55,5.49,rsub,model2,1,left,normal
411,0nihu,3.14,6.67,descending,model2,1,left,normal
412,0nihu,2.85,7.79,lcca,model2,1,left,normal
413,0nihu,3.05,5.42,descending,model2,1,left,normal
414,0nihu,2.93,5.72,lsub,model2,1,left,normal
415,0nihu,3.22,7.18,descending,model2,1,left,normal
416,0nihu,3.56,6.27,descending,model2,1,left,normal
417,0nihu,3.15,7.28,descending,model2,1,left,normal
418,0nihu,2.62,5.88,descending,model2,1,left,normal
419,0nihu,2.62,5.88,lcca,model2,1,left,normal
420,0nihu,4.11,6.66,descending,model1,1,right,normal
421,0nihu,4.45,7.04,descending,model1,1,right,normal
422,0nihu,3.88,10.1,descending,model1,1,right,normal
423,0nihu,3.58,7.22,lcca,model1,1,right,normal
424,0nihu,2.97,7.15,descending,model1,1,right,normal
425,0nihu,4.82,9.33,descending,model1,1,right,normal
426,0nihu,3.83,7.91,descending,model1,1,right,normal
427,0nihu,4.41,6.44,descending,model1,1,right,normal
428,0nihu,3.98,5.74,descending,model1,1,right,normal
429,0nihu,2.78,4.63,descending,model1,1,right,normal
430,0nihu,3.4,7.9,descending,model1,1,right,normal
431,0nihu,3.64,4.66,descending,model1,1,right,normal
432,0nihu,5.53,5.65,descending,model1,1,right,normal
433,0nihu,4.12,6.87,descending,model1,1,right,normal
434,0nihu,4.02,7.0,rsub,model1,1,right,normal
435,0nihu,3.33,6.92,descending,model1,1,right,normal
436,0nihu,5.6,7.67,rsub,model1,1,right,normal
437,0nihu,4.23,7.31,rsub,model1,1,right,normal
438,0nihu,4.69,7.72,descending,model1,1,right,normal
439,0nihu,3.89,4.41,rsub,model1,1,right,normal
440,0nihu,3.55,9.63,descending,model1,1,centre,normal
441,0nihu,4.13,9.64,descending,model1,1,centre,normal
442,0nihu,3.24,6.12,descending,model1,1,centre,normal
443,0nihu,3.03,5.12,descending,model1,1,centre,normal
444,0nihu,3.05,7.23,descending,model1,1,centre,normal
445,0nihu,4.24,4.82,descending,model1,1,centre,normal
446,0nihu,3.12,6.66,lsub,model1,1,centre,normal
447,0nihu,3.86,10.17,descending,model1,1,centre,normal
448,0nihu,3.5,7.03,descending,model1,1,centre,normal
449,0nihu,4.83,5.19,rsub,model1,1,centre,normal
450,0nihu,3.34,6.77,rcca,model1,1,centre,normal
451,0nihu,2.32,3.9,descending,model1,1,centre,normal
452,0nihu,2.81,8.18,descending,model1,1,centre,normal
453,0nihu,3.88,5.99,descending,model1,1,centre,normal
454,0nihu,3.83,5.49,descending,model1,1,centre,normal
455,0nihu,2.71,5.73,descending,model1,1,centre,normal
456,0nihu,4.71,7.83,lsub,model1,1,centre,normal
457,0nihu,3.53,7.19,descending,model1,1,centre,normal
458,0nihu,3.14,6.48,lsub,model1,1,centre,normal
459,0nihu,3.37,7.28,lsub,model1,1,centre,normal
460,0nihu,3.25,6.36,descending,model1,1,left,normal
461,0nihu,4.09,6.4,lcca,model1,1,left,normal
462,0nihu,3.59,7.57,descending,model1,1,left,normal
463,0nihu,2.5,4.72,descending,model1,1,left,normal
464,0nihu,3.33,4.62,descending,model1,1,left,normal
465,0nihu,4.14,5.74,descending,model1,1,left,normal
466,0nihu,2.75,10.87,descending,model1,1,left,normal
467,0nihu,4.23,4.39,descending,model1,1,left,normal
468,0nihu,4.01,8.6,descending,model1,1,left,normal
469,0nihu,4.47,5.75,descending,model1,1,left,normal
470,0nihu,3.77,5.41,rcca,model1,1,left,normal
471,0nihu,4.43,9.13,descending,model1,1,left,normal
472,0nihu,3.18,6.32,rsub,model1,1,left,normal
473,0nihu,2.71,5.61,descending,model1,1,left,normal
474,0nihu,3.89,4.49,descending,model1,1,left,normal
475,0nihu,3.84,10.28,descending,model1,1,left,normal
476,0nihu,3.13,6.04,descending,model1,1,left,normal
477,0nihu,4.31,6.15,descending,model1,1,left,normal
478,0nihu,3.62,4.76,descending,model1,1,left,normal
479,0nihu,2.08,8.6,lsub,model1,1,left,normal
480,0nihu,3.26,4.63,descending,model4,1,right,af
481,0nihu,3.94,5.63,rsub,model4,1,right,af
482,0nihu,4.32,6.58,lcca,model4,1,right,af
483,0nihu,4.2,5.33,rsub,model4,1,right,af
484,0nihu,2.95,13.8,descending,model4,1,right,af
485,0nihu,3.27,3.62,descending,model4,1,right,af
486,0nihu,3.59,8.04,lsub,model4,1,right,af
487,0nihu,3.14,5.84,lsub,model4,1,right,af
